Subject,density,technique,trial_time,aligned(trial_time) for technique,ART-C(trial_time) for technique
25,high,Gravity,4.2382691999999995,-2.4393227511226856368055555552,35
25,low,Gravity,2.773999,-1.0949326365393518076388888889,100
25,medium,Gravity,3.6012087999999998,-0.5834474365393520659722222222,130
25,high,Three,1.8081251999999999,-3.8240493962615741618055555556,2
25,low,Three,1.610579,-2.4465621420949074659722222222,34
25,medium,Three,2.5491064000000003,-2.4927576858449069826388888889,32
25,high,Two,1.8679932000000001,-3.7858897469560183048611111111,3
25,low,Two,2.4394592,-1.9426570011226852465277777778,53
25,medium,Two,1.8022459999999998,-2.8929346761226853590277777778,16
3,high,Cone,1.5982908,-3.5964124702430555256944444445,4
3,low,Cone,2.765088,-1.9878149864930554840277777778,52
3,medium,Cone,2.09187,-2.6917035674652778006944444445,25
3,high,Gravity,6.0086624,-0.6689295511226851368055555552,123
3,low,Gravity,5.4967163999999995,1.6277847634606476923611111111,225
3,medium,Gravity,5.9115546000000005,1.7268983634606486340277777778,232
3,high,Three,3.2974608000000005,-2.3347137962615735618055555556,38
3,low,Three,3.1857786,-0.8713625420949074659722222222,117
3,medium,Three,2.4992064,-2.5426576858449072826388888889,30
3,high,Two,4.3385744,-1.3153085469560184048611111111,90
3,low,Two,1.929175,-2.4529412011226852465277777778,33
3,medium,Two,2.3199708,-2.3752098761226851590277777778,37
4,high,Cone,1.84497475,-3.3497285202430555256944444445,5
4,low,Cone,2.1424803999999997,-2.6104225864930557840277777778,27
4,medium,Cone,3.4807344000000002,-1.3028391674652776006944444445,91
4,high,Gravity,4.9782472,-1.6993447511226851368055555552,71
4,low,Gravity,5.163184,1.2942523634606481923611111111,213
4,medium,Gravity,4.8896866,0.7050303634606481340277777778,193
4,high,Three,4.4701416,-1.1620329962615740618055555556,98
4,low,Three,4.0838412,0.0267000579050925340277777778,162
4,medium,Three,2.9637572,-2.0781068858449072826388888889,50
4,high,Two,4.1700166,-1.4838663469560184048611111111,80
4,low,Two,3.3999358,-0.9821804011226852465277777778,109
4,medium,Two,3.672368,-1.0228126761226851590277777778,106
5,high,Cone,5.7001348,0.5054315297569444743055555555,181
5,low,Cone,5.995239,1.2423360135069445159722222222,212
5,medium,Cone,2.912427,-1.8711465674652778006944444445,58
5,high,Gravity,7.7180096,1.0404176488773148631944444448,204
5,low,Gravity,3.4722304,-0.3967012365393518076388888889,141
5,medium,Gravity,4.8312498,0.6465935634606481340277777778,187
5,high,Three,4.4239014,-1.2082731962615740618055555556,94
5,low,Three,3.6958742,-0.3612669420949074659722222222,142
5,medium,Three,3.1367432,-1.9051208858449072826388888889,56
5,high,Two,6.049080399999999,0.3951974530439805951388888889,177
5,low,Two,3.3373503999999996,-1.0447658011226856465277777778,104
5,medium,Two,2.919165,-1.7760156761226851590277777778,63
6,high,Cone,5.3435666,0.1488633297569444743055555555,166
6,low,Cone,4.327195,-0.4257079864930554840277777778,138
6,medium,Cone,3.923407,-0.8601665674652778006944444445,118
6,high,Gravity,9.778948799999998,3.1013568488773128631944444448,266
6,low,Gravity,8.882565,5.0136333634606481923611111111,282
6,medium,Gravity,6.498873999999999,2.3142177634606471340277777778,247
